candidata,ofensa,ofensivo,canddef
Camila Valadão | Deputado Estadual | Espírito Santo,"@Haroldovidaljr @heldersalomao @Camilavaladao50 @SenadoraRose @Casagrande_ES @LulaOficial Declarando meus votos no ES:

Deputada Federal: @paulapreta50 
Deputado Estadual: @MauricioAbdal11  
Senado: Gilberto Campos
Governador: @Casagrande_ES 
Presidente: @SofiaManzanoPCB",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@heldersalomao @Haroldovidaljr @Camilavaladao50 @SenadoraRose @Casagrande_ES @LulaOficial Me ajuda com meu gás de cozinha,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@lulidiota @Camilavaladao50 KKKKKKKKKKKKKK CLARO MINHA VIDA,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Haroldovidaljr @heldersalomao @Camilavaladao50 @SenadoraRose @Casagrande_ES @LulaOficial Declarando meu voto SP
Deputado Federal: Erundina
Deputada Estadual: Telma
Senador: Márcio França
Governador: Haddad
Presidente: Lula",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"#VouVotarEm ES

Deputada estadual: @Camilavaladao50 50180
Deputado federal: @heldersalomao 1350
Senado: @SenadoraRose 156
Governador: @Casagrande_ES 40 
Presidente: @LulaOficial 13 https://t.co/1ocXhhGcOM",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@leandraleal Estadual e Federal ES: mulheres negras 
@JackRochaes e @Camilavaladao50",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Camilavaladao50 @LulaOficial @heldersalomao Pq vc é mulher, preta, e sei q está na luta, estou fazendo campanha pra vc, lá em casa.
Pq voto em trânsito e só posso votar para presidente.",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Haroldovidaljr @heldersalomao @Camilavaladao50 @SenadoraRose @Casagrande_ES @LulaOficial Meu votos, por ora: 

- Presidente: CIRO GOMES 
- Governador: AUDIFAX
- Senador: em análise 
- Deputado federal: Heliosandro
- Deputado estadual: em análise",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Haroldovidaljr @heldersalomao @Camilavaladao50 @SenadoraRose @Casagrande_ES @LulaOficial Não é sobre Lula, Bolsonaro, Ciro ou Tebet, não é sobre os egos e extratégias políticas. É sobre eu e minha família e sobre o povo que sofre na pele.
Tenho o direito de impedir a escalada da violência a política e a democracia no primeiro turno. LULA JÁ!",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@leandraleal No ES o voto certo para deputada estadual é de uma mulher preta: @Camilavaladao50 . Já pro Senado a candidatura coletiva de Gilberto Campos e Rafaella Machado!,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Caso alguém tenha interesse, meu voto aqui no ES é assim:
Deputada Estadual: @Camilavaladao50 50180
Deputada Federal: @JackRochaes  1300
Senadora: SenadoraRose  156
(Esse é um voto envergonhado, mas é o que tem pra hoje)
Governador: @Casagrande_ES 40
Presidente: @LulaOficial 13",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"minhas duas escolhas pra deputada são mulheres negras e eu vou reforçar isso todo dia até a eleição

pra federal @JackRochaes 1300
pra estadual @Camilavaladao50 50180

vamos enegrecer a política!
#VoteNasPretas",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Bora que domingo vai ser assim por aqui:

13 - Presidente Lula 
40 - Governador Casagrande
156 - Senadora Rose de Freitas (PQP!! Mas Magno Malta não dá!)
5013 - Dep. Federal Ana Paula Rocha (@paulapreta50)
50180 - Dep. Estadual Camila Valadão (@Camilavaladao50)",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@jairmearrependi #EsseÉMeuVoto no ES

Minha deputada estadual é: @Camilavaladao50  50180
Minha deputada federal é: @JackRochaes 1300

Mulheres pretas lá ✊🏽",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@MidiaNINJA Espírito Santo:

Deputada Estadual: Camila Valadão (PSOL) 50180 @Camilavaladao50

Deputada Federal: Jack Rocha (PT) 1300 @JackRochaes 

Por mais mulheres negras no poder 🖤",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Felicidade de votar em representantes negras para deputada estadual e federal. 

Para os outros cargos, meu voto é apenas evitar/tirar pessoas que não tem o mínimo de humanidade.

Tamo junto @Camilavaladao50 e @JacqueMoraes_es",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"O Espírito Santo está tendo a chance de eleger duas mulheres negras e progressistas nesta eleição, não podemos perder essa chance! 🚩✊🏿

Deputada Federal:@JacqueMoraes_es 
Deputada Estadual:@Camilavaladao50",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@Camilavaladao50 @bekoodaspretas Lindo demais e o 50180 na cabeça e no coração. Ainda puxei um coro de 50180 na grade. Te amo Camilão ❤️,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@gstvchalamet @Camilavaladao50 Simm, a campanha dela está muito linda. Eu não sei se você conhece ela, mas Camila é assistente social, doutora em Política social e foi a primeira mulher negra eleita para câmera de vitória , e também é defensora dos direitos humanos, feminista, antirracista e antiLGBTfóbica.",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@Camilavaladao50 @bekoodaspretas foi lindooooo e o adesivo de 50180 no peito sempre 🤸🏽🤸🏽,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@MidiaNINJA Pra deputada estadual vou votar na @Camilavaladao50 
E deputada federal numa mulher preta maravilhosa de periferia.
E tem muitas candidaturas maravilhosas pra federal e estadual no meu estado de homens e mulheres incríveis de esquerda.",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@jairmearrependi Aqui no ES

Dep fed: Ana Paula Rocha 5013 @paulapreta50
Dep Est: Camila Valadão 50180 @Camilavaladao50
Senador: Rose de Freitas 156 (voto útil pro Maligno Mata n voltar)
Governador: Casagrande 40 @Casagrande_ES
Presida: Lula 13",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@RafaelBeneee @LulaOficial @ellamachadopsol @paulapreta50 @Camilavaladao50 Obg... Tava precisando 🤭,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@kitgaycomunista @Camilavaladao50 sim amg, até boa parte de quem só vota no PT tá indo na lenda",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"MINHA COLA PRA DOMINGO
- Federal: 5013 a maior @paulapreta50 
- Estadual: 50180 a melhor que temos @Camilavaladao50 
- Senadora: 156 ----- 🤷🏽‍♀️
- Governador: 40 @Casagrande_ES 
- Presidente: 13 @LulaOficial 🌟",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@lixoanatomyco @jairmearrependi @paulapreta50 @Camilavaladao50 @Casagrande_ES Aí sim,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@kitgaycomunista @Camilavaladao50 só não decidi federal, se vou na jack mesmo ou ana paula",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Haroldovidaljr @heldersalomao @Camilavaladao50 @SenadoraRose @Casagrande_ES @LulaOficial Eu até gostaria de votar no Lula, mas depois dele ter faltado no debate do SBT, na sabatina da Jovem Pan, e de não apresentar o plano de governo dele, sinceramente fiquei na dúvida. Não vejo ele nas ruas com o povo, e o PT tem tantos escândalos de corrupção... Me ajudem",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Casagrande_ES e @LulaOficial em primeiro turno
@paulapreta50 deputada federal
@Camilavaladao50 deputada estadual
Se isso acontecer, serei extremamente feliz dia 02 de outubro!",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@Suellen_Cruz @paulapreta50 @Camilavaladao50 A Ana deveria estar ativa aqui nas redes,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Camilavaladao50 @heldersalomao @SenadoraRose @LulaOficial Pra cima, minha deputada!!! 
Vai ter preta na política sim!!!❤️⭐",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@Camilavaladao50 @bekoodaspretas Me senti em casa!!!,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Camilavaladao50 Mulher negra, jovem de idade e de ideais, feminista, antirracista, anti homofóbica, anticapacitista… Opa - pisquei já passou de 6, e era 3? Rs! #NadaSemNos. #CamilaValadao50180",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Vitórias! Parabéns ao deputado reeleito @heldersalomao, federal mais votado do ES; a @JackRochaes, única mulher eleita federal no ES e primeira mulher preta eleita federal no ES; e a @Camilavaladao50, que entrou p/ a história como a mulher com mais votos da Assembleia Leg. do ES!",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Mãe do Francisco, feminista negra, assistente social, ecossocialista e a mulher mais votada da história do Espírito Santo. Camila Valadão (@Camilavaladao50) vereadora de Vitória foi eleita Deputada Estadual. https://t.co/qs6koJxiwv",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Dep estadual 50180
@Camilavaladao50 

Dep federal 5013 
@apaulapreta50

Senadora 500
@ellamachadopsol 

Governador 40 
@Casagrande_ES 

Presidente 13 
@LulaOficial",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"eu não posso ver nada sobre a campanha da @Camilavaladao50 hoje que começo a chorar!!! de longe a campanha mais linda, esperançosa e coletiva que o ES já viu! é nada sem nós mesmo!!!!!",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,minhas duas deputadas. duas mulheres negras em mandatos inéditos pra esquerda capixaba. obrigado @Camilavaladao50 e @JackRochaes - estamos juntos ✊🏽 https://t.co/bDG4uc3vfW,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Pra ter uma preta na ALES, vou de @Camilavaladao50 deputada estadual.",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Bora lá

+ @LulaOficial 

+ @Casagrande_ES ( se não fosse a quantidade de minion no ES iria de 18 )

+ @SenadoraRose ( voto útil né )

+ Federal eu vou de legenda pq queria votar em mais de um, então é 13 @JackRochaes @heldersalomao @ivolopes13

+ E @Camilavaladao50",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@Camilavaladao50 @alinefracalossi Obrigado pela confiança,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,Orgulho de ter ajudado a eleger a Deputada Estadual mais votada do ES @Camilavaladao50 e a primeira mulher preta Deputada Federal da história do ES @JackRochaes. Mulheres pretas no poder! ✊🏾,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"A Assembleia Legislativa do Espírito Santo acaba de ficar maior! A primeira deputada estadual negra da história, @Camilavaladao50, está eleita!

Obrigado, Camila! A mãe do Francisco, a mulher de luta, a doutora que veio da periferia. Sucesso e coragem!",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,Numa conversa informal c meus parentes sai levando mais 4 votos p @Camilavaladao50 e @JackRochaes. Minha vó de 86 ficou feliz em saber das filhas e netas voltando em mulheres pretas nesse 2022.,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Camilavaladao50 Ai, Camila. Eu só queria chorar. Só sua eleição, do Helder e da Jack me fizeram feliz hoje.",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@jonasdiandrade Vou votar em duas Mulheres pretas maravilhosas.. @Camilavaladao50 @JackRochaes... Senador e a gente pula, pq vou na menos pior.. Governador vou no clássico homem branco de meia idade e presidente #LulaNoPrimeiroTurno13",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@listapreta @Camilavaladao50 @JackRochaes  aqui no Espírito Santo,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@DudaSalabert Que alegria @DudaSalabert! Vc é esperança em MG e no ES estamos com @Camilavaladao50 e @paulapreta50. Venceremos! ✊🏾,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@JhonMuniiiz @Camilavaladao50 bommm demais, vamo chegar na ALES com a força duma mulher preta maravilhosa",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Federal @paulapreta50 5013

Estadual @Camilavaladao50  50180

Senador Ra rê ri tô rose 156

Governador casão 40

Presidente @LulaOficial lula 13",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@GuilhermeBoulos Moro no ES e faço questão de votar em duas mulheres pretas do seu partido @paulapreta50 e @Camilavaladao50,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Estadual é a @Camilavaladao50 50180.
E Federal vou de @paulapreta50 5013. https://t.co/gMsBxYeuBj",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Rhaysla @Camilavaladao50 Vamos juntas eleger a primeira mulher negra para o congresso nacional!

Lula 13 lá, Jack Rocha 1300 aqui! ⭐️♥️",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@larissalemosll @LulaOficial @Casagrande_ES @Camilavaladao50 @JackRochaes Mulheres gostosas &amp; inteligentes 😍,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@McGonagallBola O ES tá meio sem rumo, eu diria. Mas elegemos @heldersalomao e a @JackRochaes, primeira mulher preta eleita federal no ES, @Camilavaladao50, @iriny_13 e @joaoccoser para a ALES. Vamos corrigir o rumo do estado no segundo turno. É 13!
#LulaPresidente2022",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Eu votei com um sorriso grandao no rosto vendo a fotinha da Paula preta, @Camilavaladao50 e do @LulaOficial",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@EricSantos_e O espírito santo elegeu uma mulher negra deputada federal pela primeira vez :) @JackRochaes 
Também teve a @Camilavaladao50, mulher mais votada da história do ES para deputada estadual",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@lukissima @coalizaonegra EU VOTO PRETO Espirito Santo
@JackRochaes 1300
Dep.Federal 
@Camilavaladao50 50180
Dep.Estadual",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@kadescontrolada @Camilavaladao50 Obrigado pela confiança, Ka. Abraços 🤗",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@ContaratoSenado @marcosportela @heldersalomao @JackRochaes @Camilavaladao50 Bolsonaro comprando todo mundo como fazem os corruptores. A pergunta é, esse dinheiro é todo do Brasil, se esse recurso de dinheiro que ele usa descaradamente acabar, iremos com certeza a falência.
O Brasil precisa se livrar de Bolsonaro.
#LulaNoSegundoTurno 
#LulaPresidente",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"É de uma importância gigante elegermos a @Camilavaladao50 para deputada estadual, uma mulher preta que luta pela periferia, o movimento Hip-Hop capixaba sem sombra de dúvidas está com a Camila, vai ter mulher preta no governo sim... Alô racistas o choro é livre❤️",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@listapreta Aqui no ES: 

Ana Paula Rocha - 5013
Camila Valadão - 50180 @Camilavaladao50",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@listapreta É @Camilavaladao50 nas ideia,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Eu amo tanto ver a @Camilavaladao50 uma candidata mulher, negra do PSOL, sendo a mulher mais votada e a quarta mais votada no geral  https://t.co/fSOzgwD9X0",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@saskiasa @Camilavaladao50 Que bolha gostosa,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@ContaratoSenado @heldersalomao @JackRochaes @Camilavaladao50 E qual diferença ela ser mulher preta,branca,mulata,indígena,oriental... ? Parece que vcs gostam de segregar ,qdo vem com esse papo furado. Mulher e ser humano,seja negra,preta ou ñ,assim como k homem tb.",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@Camilavaladao50 Acredito que vá dar voz a todas as mulheres na assembleia. Precisamos cada vez mais de representantes femininas que combatam essa vergonha que é a falta de respeito conosco.,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"2 deputados eleitos (@heldersalomao e @Camilavaladao50), 2 em segundo turno (@LulaOficial e @Casagrande_ES) e 1 um voto ao Senado derrotado por uma excrescência abjeta, que julguei termos tomado vergonha e nos livrado definitivamente. Capixabas dançando valsa à beira do abismo... https://t.co/VBK0RqVPph",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@samuelgomes @Camilavaladao50 foi a mulher mais votada na história do Espírito Santo. Foi eleita a deputada estadual, uma mulher preta com o maior número de votos registrados na história. Ela tbm já foi eleita a primeira mulher negra vereadora de Vitória ❤",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@listapreta @Camilavaladao50 e coletivo raça e social,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Camilavaladao50 Faz o L de ladrão
Que protege bandido",SIM,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"Amo que meu voto para deputada federal e estadual foram ambos em mulheres negras, e duas se elegeram @JackRochaes e @Camilavaladao50 mostrem a força do povo preto nessa esquerda capixaba, desejo sucesso a vocês ❤️ https://t.co/fSOzgwUcZ0 https://t.co/DMTWRGsltg",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,@Suellen_Cruz @paulapreta50 @Camilavaladao50 Deputado Estadual Sérgio Meneguelli 10. 456,NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@Camilavaladao50 o mais grave de tudo isso.. é ver bolsonarista encher a boca pra falar ""a mamata acabou"" com corte de verba nas universidades.",NÃO,Camila Valadao
Camila Valadão | Deputado Estadual | Espírito Santo,"@AntonioBto1 @Camilavaladao50 nao porra kkkkkkk aí tbm nao vei, é uma merda? é. mas porra vai deixar pra ver se manato ganha? kkkkkk tamo fudido mas vamo no 40 né",NÃO,Camila Valadao
